,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
395,WP_000058480.1,WP_086914236.1,23.203,306,225,7,31,332,19,318,4.6e-13,76.3,44.44,553814,Acidovorax carolinensis
396,WP_000058480.1,WP_056272618.1,20.323,310,237,4,31,336,36,339,5.44e-13,76.3,49.03,2638132,unclassified Pelomonas
397,WP_000058480.1,WP_168110247.1,24.383,324,234,6,12,330,15,332,6.11e-13,76.3,46.3,2606681,Ramlibacter lithotrophicus
398,WP_000058480.1,WP_191261127.1,26.705,352,220,11,15,344,26,361,6.61e-13,76.3,44.03,2638500,unclassified Comamonas
399,WP_000058480.1,WP_148262956.1,23.203,306,225,4,31,332,28,327,1.29e-12,75.1,43.14,179636,Alicycliphilus denitrificans
400,WP_072652011.1,WP_191722385.1,21.875,352,230,12,7,322,3,345,1.42e-06,54.7,42.33,2762231,Comamonas sp. Sa2CVA6
401,WP_072652011.1,WP_131667209.1,27.957,186,117,4,148,319,167,349,0.000175,48.1,45.16,363952,Comamonas thiooxydans
402,WP_072652011.1,WP_197577747.1,27.957,186,117,4,148,319,167,349,0.000227,47.8,45.16,363952,Comamonas thiooxydans
403,WP_072652011.1,WP_147282755.1,24.39,205,130,4,133,319,152,349,0.000308,47.4,44.39,2183900,Comamonas sp. AG1104
404,WP_072652011.1,WP_034349497.1,24.39,205,130,4,133,319,152,349,0.00033,47.4,43.9,285,Comamonas testosteroni
405,WP_072652011.1,WP_155885224.1,25.806,217,139,6,119,319,108,318,0.002,44.7,41.47,1276756,Acidovorax sp. JHL-9
406,WP_072652011.1,WP_083526579.1,21.471,340,203,13,28,319,22,345,0.004,43.9,40.59,673548,Comamonas terrae
